licence_id,date,type,destination,iso2,item,quantity,refused,unused,temporary,incorporation,known_revoked,revocation_date,implied_rating,implied_military,year
49601,2012-12-11,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2012
49635,2012-12-12,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2012
49691,2012-12-13,SIEL,Israel,IL,components for decoying/countermeasure equipment,,0,,0,1,0,,ML4,1,2012
49759,2012-12-14,SIEL,Israel,IL,NBC detection equipment,,0,,0,0,0,,ML7,1,2012
49759,2012-12-14,SIEL,Israel,IL,components for NBC detection equipment,,0,,0,0,0,,ML7,1,2012
49759,2012-12-14,SIEL,Israel,IL,equipment for the use of NBC detection equipment,,0,,0,0,0,,PL5017,1,2012
49759,2012-12-14,SIEL,Israel,IL,software for NBC detection equipment,,0,,0,0,0,,ML21,1,2012
49759,2012-12-14,SIEL,Israel,IL,technology for NBC detection equipment,,0,,0,0,0,,ML22,1,2012
49827,2012-12-17,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2012
50025,2012-12-21,SIEL,Israel,IL,components for military communications equipment,,0,,0,0,0,,ML11,1,2012
50025,2012-12-21,SIEL,Israel,IL,military radars,,0,,0,0,0,,ML5,1,2012
50182,2013-01-03,SIEL,Israel,IL,components for air-to-surface missiles,,0,,0,0,0,,ML4,1,2013
50184,2013-01-03,SIEL,Israel,IL,aircraft military communications equipment,,0,,0,1,0,,ML10,1,2013
50333,2013-01-09,SIEL,Israel,IL,NBC protective/defensive equipment,,0,,1,0,0,,ML7,1,2013
50333,2013-01-09,SIEL,Israel,IL,military communications equipment,,0,,1,0,0,,ML11,1,2013
50333,2013-01-09,SIEL,Israel,IL,military laser protection equipment,,0,,1,0,0,,ML17,1,2013
50385,2013-01-10,SIEL,Israel,IL,ballistic test equipment,,0,,0,0,0,,ML11,1,2013
50483,2013-01-14,SIEL,Israel,IL,military communications equipment,,0,,0,0,0,,ML11,1,2013
50483,2013-01-14,SIEL,Israel,IL,technology for military communications equipment,,0,,0,0,0,,ML22,1,2013
50527,2013-01-15,SIEL,Israel,IL,military electronic equipment,,0,,0,0,0,,ML11,1,2013
50579,2013-01-16,SIEL,Israel,IL,components for military support aircraft,,0,,0,0,0,,ML10,1,2013
50692,2013-01-21,SIEL,Israel,IL,equipment for the use of military guidance/navigation equipment,,0,,0,0,0,,ML11,1,2013
50824,2013-01-24,SIEL,Israel,IL,training small arms ammunition,,0,,0,0,0,,ML3,1,2013
50826,2013-01-24,SIEL,Israel,IL,components for military airborne equipment,,0,,0,1,0,,ML10,1,2013
50900,2013-01-25,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2013
50944,2013-01-28,SIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,,ML11,1,2013
50991,2013-01-29,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
51306,2013-02-06,SIEL,Israel,IL,unfinished products for military support aircraft,,0,,0,0,0,,ML16,1,2013
51350,2013-02-07,SIEL,Israel,IL,military guidance/navigation equipment,,0,,0,0,0,,ML11,1,2013
51352,2013-02-07,SIEL,Israel,IL,military aero-engines,,0,,0,1,0,,ML10,1,2013
51399,2013-02-08,SIEL,Israel,IL,components for decoying/countermeasure equipment,,0,,0,0,0,,ML4,1,2013
51402,2013-02-08,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
51470,2013-02-11,SIEL,Israel,IL,ballistic test equipment,,0,,0,0,0,,ML11,1,2013
51470,2013-02-11,SIEL,Israel,IL,components for ballistic test equipment,,0,,0,0,0,,ML11,1,2013
51585,2013-02-13,SIEL,Israel,IL,components for military aircraft head-up/down displays,,0,,0,1,0,,ML10,1,2013
51618,2013-02-14,SIEL,Israel,IL,all-wheel drive vehicles with ballistic protection,,0,,0,0,0,,ML6,1,2013
51618,2013-02-14,SIEL,Israel,IL,components for aircraft missile protection systems,,0,,0,0,0,,ML4,1,2013
51713,2013-02-18,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
51784,2013-02-20,SIEL,Israel,IL,components for aircraft missile protection systems,,0,,0,0,0,,ML4,1,2013
51984,2013-02-27,SIEL,Israel,IL,components for military support aircraft,,0,,0,0,0,,ML10,1,2013
51985,2013-02-27,SIEL,Israel,IL,components for decoying/countermeasure equipment,,0,,0,1,0,,ML4,1,2013
52050,2013-02-28,SIEL,Israel,IL,components for military communications equipment,,0,,0,0,0,,ML11,1,2013
52234,2013-03-05,SIEL,Israel,IL,general military vehicle components,,0,,1,0,0,,ML6,1,2013
52485,2013-03-12,SIEL,Israel,IL,general military vehicle components,,0,,0,0,0,,ML6,1,2013
52569,2013-03-14,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
52608,2013-03-15,SIEL,Israel,IL,components for surface-to-surface missiles,,0,,0,1,0,,ML4,1,2013
52794,2013-03-21,SIEL,Israel,IL,components for military guidance/navigation equipment,,0,,0,0,0,,ML11,1,2013
52844,2013-03-22,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2013
52940,2013-03-26,SIEL,Israel,IL,components for military training equipment,,0,,0,1,0,,ML14,1,2013
52940,2013-03-26,SIEL,Israel,IL,military training equipment,,0,,0,1,0,,ML14,1,2013
52940,2013-03-26,SIEL,Israel,IL,software for military training equipment,,0,,0,1,0,,ML21,1,2013
52995,2013-03-27,SIEL,Israel,IL,technology for surface launched rockets,,0,,0,0,0,,ML22,1,2013
52995,2013-03-27,SIEL,Israel,IL,test models for surface launched rockets,,0,,0,0,0,,ML17,1,2013
52997,2013-03-27,SIEL,Israel,IL,components for military support aircraft,,0,,0,1,0,,ML10,1,2013
53051,2013-03-28,SIEL,Israel,IL,components for decoying/countermeasure equipment,,0,,0,0,0,,ML4,1,2013
53236,2013-04-05,SIEL,Israel,IL,software for the use of military aero-engines,,0,,0,0,0,,ML21,1,2013
53236,2013-04-05,SIEL,Israel,IL,software for the use of military aero-engines,,0,,0,0,0,,ML21,1,2013
53372,2013-04-10,SIEL,Israel,IL,components for military helicopters,,0,,0,0,0,,ML10,1,2013
53447,2013-04-12,SIEL,Israel,IL,components for military support aircraft,,0,,0,0,0,,ML10,1,2013
53447,2013-04-12,SIEL,Israel,IL,components for surface-to-air missiles,,0,,0,0,0,,ML4,1,2013
53530,2013-04-16,SIEL,Israel,IL,components for military aero-engines,,0,,0,0,0,,ML10,1,2013
53635,2013-04-18,SIEL,Israel,IL,technology for unmanned air vehicles,,0,,0,0,0,,ML22,1,2013
53677,2013-04-19,SIEL,Israel,IL,components for military support aircraft,,0,,0,0,0,,ML10,1,2013
53707,2013-04-22,SIEL,Israel,IL,training small arms ammunition,,0,,0,0,0,,ML3,1,2013
53749,2013-04-23,SIEL,Israel,IL,components for all-wheel drive vehicles with ballistic protection,,0,,0,0,0,,ML6,1,2013
53749,2013-04-23,SIEL,Israel,IL,components for decoying/countermeasure equipment,,0,,0,0,0,,ML4,1,2013
53792,2013-04-24,SIEL,Israel,IL,general military vehicle components,,0,,1,0,0,,ML6,1,2013
53840,2013-04-25,SIEL,Israel,IL,components for ballistic test equipment,,0,,0,0,0,,ML11,1,2013
53840,2013-04-25,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2013
54156,2013-05-03,SIEL,Israel,IL,anti-riot/ballistic shields,,0,,0,0,0,,PL5001,1,2013
54156,2013-05-03,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2013
54215,2013-05-07,SIEL,Israel,IL,components for military equipment for initiating explosives,,0,,1,0,0,,ML4,1,2013
54215,2013-05-07,SIEL,Israel,IL,components for military improvised explosive device decoying/detection/disposal/jamming equipment,,0,,0,0,0,,ML4,1,2013
54215,2013-05-07,SIEL,Israel,IL,components for military improvised explosive device decoying/detection/disposal/jamming equipment,,0,,1,0,0,,ML4,1,2013
54215,2013-05-07,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2013
54215,2013-05-07,SIEL,Israel,IL,military equipment for initiating explosives,,0,,1,0,0,,ML4,1,2013
54215,2013-05-07,SIEL,Israel,IL,military improvised explosive device decoying/detection/disposal/jamming equipment,,0,,1,0,0,,ML4,1,2013
54257,2013-05-08,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
54349,2013-05-10,SIEL,Israel,IL,components for military communications equipment,,0,,1,0,0,,ML11,1,2013
54349,2013-05-10,SIEL,Israel,IL,military communications equipment,,0,,1,0,0,,ML11,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for aircraft military communications equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for combat aircraft,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for military airborne equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for military aircraft ground equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for military aircraft head-up/down displays,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for military aircrew breathing equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for military aircrew protective equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for military parachutes and equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,components for military training equipment,,0,,0,0,0,,ML14,1,2013
54544,2013-05-17,OIEL,Israel,IL,equipment for the production of combat aircraft,,0,,0,0,0,,ML18,1,2013
54544,2013-05-17,OIEL,Israel,IL,equipment for the use of combat aircraft,,0,,0,0,0,,PL5017,1,2013
54544,2013-05-17,OIEL,Israel,IL,general military aircraft components,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,military airborne equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,military aircraft ground equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,military aircrew breathing equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,military aircrew protective equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,military guidance/navigation equipment,,0,,0,0,0,,ML11,1,2013
54544,2013-05-17,OIEL,Israel,IL,military parachutes and equipment,,0,,0,0,0,,ML10,1,2013
54544,2013-05-17,OIEL,Israel,IL,military training equipment,,0,,0,0,0,,ML14,1,2013
54544,2013-05-17,OIEL,Israel,IL,software for combat aircraft,,0,,0,0,0,,ML21,1,2013
54544,2013-05-17,OIEL,Israel,IL,technology for combat aircraft,,0,,0,0,0,,ML22,1,2013
54544,2013-05-17,OIEL,Israel,IL,technology for equipment for the production of combat aircraft,,0,,0,0,0,,ML18,1,2013
54544,2013-05-17,OIEL,Israel,IL,test models for combat aircraft,,0,,0,0,0,,ML17,1,2013
54544,2013-05-17,OIEL,Israel,IL,unfinished products for combat aircraft,,0,,0,0,0,,ML16,1,2013
54654,2013-05-22,SIEL,Israel,IL,equipment for the use of military equipment for initiating explosives,,0,,1,0,0,,ML11,1,2013
54654,2013-05-22,SIEL,Israel,IL,military equipment for initiating explosives,,0,,1,0,0,,ML4,1,2013
54654,2013-05-22,SIEL,Israel,IL,military improvised explosive device decoying/detection/disposal/jamming equipment,,0,,1,0,0,,ML4,1,2013
54654,2013-05-22,SIEL,Israel,IL,munitions/ordnance detection/disposal equipment,,0,,1,0,0,,ML4,1,2013
54709,2013-05-23,OIEL,Israel,IL,aircraft military communications equipment,,0,,0,0,0,,ML10,1,2013
54709,2013-05-23,OIEL,Israel,IL,components for aircraft military communications equipment,,0,,0,0,0,,ML10,1,2013
54709,2013-05-23,OIEL,Israel,IL,components for ground vehicle military communications equipment,,0,,0,0,0,,ML6,1,2013
54709,2013-05-23,OIEL,Israel,IL,components for military communications equipment,,0,,0,0,0,,ML11,1,2013
54709,2013-05-23,OIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,2021-08-19,ML11,1,2013
54709,2013-05-23,OIEL,Israel,IL,components for naval communications equipment,,0,,0,0,0,,ML9,1,2013
54709,2013-05-23,OIEL,Israel,IL,ground vehicle military communications equipment,,0,,0,0,0,,ML6,1,2013
54709,2013-05-23,OIEL,Israel,IL,military communications equipment,,0,,0,0,0,2019-01-14,ML11,1,2013
54709,2013-05-23,OIEL,Israel,IL,military electronic equipment,,0,,0,0,0,2021-08-19,ML11,1,2013
54709,2013-05-23,OIEL,Israel,IL,naval communications equipment,,0,,0,0,0,,ML9,1,2013
54710,2013-05-23,OITCL,Israel,IL,all-wheel drive vehicles with ballistic protection,,0,,0,0,0,,ML6,1,2013
54751,2013-05-24,SIEL,Israel,IL,components for military aero-engines,,0,,0,0,0,,ML10,1,2013
54780,2013-05-28,SIEL,Israel,IL,anti-riot/ballistic shields,,0,,1,0,0,,PL5001,1,2013
54780,2013-05-28,SIEL,Israel,IL,bomb suits,,0,,1,0,0,,ML13,1,2013
54780,2013-05-28,SIEL,Israel,IL,components for body armour,,0,,1,0,0,,ML13,1,2013
54780,2013-05-28,SIEL,Israel,IL,components for military support vehicles,,0,,0,0,0,,ML6,1,2013
54915,2013-06-03,SIEL,Israel,IL,military electronic equipment,,0,,0,0,0,,ML11,1,2013
55151,2013-06-10,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
55305,2013-06-13,SIEL,Israel,IL,components for military radars,,0,,0,0,0,,ML5,1,2013
55373,2013-06-14,SIEL,Israel,IL,components for military support aircraft,,0,,0,0,0,,ML10,1,2013
55373,2013-06-14,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2013
55462,2013-06-17,OIEL,Israel,IL,components for military aircraft ground equipment,,0,,0,0,0,,ML10,1,2013
55462,2013-06-17,OIEL,Israel,IL,components for military aircrew breathing equipment,,0,,0,0,0,,ML10,1,2013
55462,2013-06-17,OIEL,Israel,IL,components for military aircrew protective equipment,,0,,0,0,0,,ML10,1,2013
55462,2013-06-17,OIEL,Israel,IL,components for military training aircraft,,0,,0,0,0,,ML10,1,2013
55462,2013-06-17,OIEL,Israel,IL,equipment for the production of military training aircraft,,0,,0,0,0,,ML18,1,2013
55462,2013-06-17,OIEL,Israel,IL,military aircraft ground equipment,,0,,0,0,0,,ML10,1,2013
55462,2013-06-17,OIEL,Israel,IL,military aircrew breathing equipment,,0,,0,0,0,,ML10,1,2013
55462,2013-06-17,OIEL,Israel,IL,military aircrew protective equipment,,0,,0,0,0,,ML10,1,2013
55462,2013-06-17,OIEL,Israel,IL,military electronic equipment,,0,,0,0,0,2021-08-19,ML11,1,2013
55462,2013-06-17,OIEL,Israel,IL,software for military aircraft ground equipment,,0,,0,0,0,,ML21,1,2013
55462,2013-06-17,OIEL,Israel,IL,technology for military aircraft ground equipment,,0,,0,0,0,,ML22,1,2013
55462,2013-06-17,OIEL,Israel,IL,technology for military training aircraft,,0,,0,0,0,,ML22,1,2013
55462,2013-06-17,OIEL,Israel,IL,test models for military training aircraft,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,components for combat aircraft,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,components for ejector seats,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,components for military aircraft ground equipment,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,components for military aircrew breathing equipment,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,components for military aircrew protective equipment,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,2021-08-19,ML11,1,2013
55556,2013-06-18,OIEL,Israel,IL,components for military infrared/thermal imaging equipment,,0,,0,0,0,,ML15,1,2013
55556,2013-06-18,OIEL,Israel,IL,ejector seats,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,equipment for the production of ejector seats,,0,,0,0,0,,ML18,1,2013
55556,2013-06-18,OIEL,Israel,IL,military aircraft ground equipment,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,military aircrew breathing equipment,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,military aircrew protective equipment,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,military electronic equipment,,0,,0,0,0,2021-08-19,ML11,1,2013
55556,2013-06-18,OIEL,Israel,IL,military infrared/thermal imaging equipment,,0,,0,0,0,,ML15,1,2013
55556,2013-06-18,OIEL,Israel,IL,technology for combat aircraft,,0,,0,0,0,,ML22,1,2013
55556,2013-06-18,OIEL,Israel,IL,technology for ejector seats,,0,,0,0,0,,ML22,1,2013
55556,2013-06-18,OIEL,Israel,IL,technology for military aircraft ground equipment,,0,,0,0,0,,ML22,1,2013
55556,2013-06-18,OIEL,Israel,IL,technology for military aircrew breathing equipment,,0,,0,0,0,,ML22,1,2013
55556,2013-06-18,OIEL,Israel,IL,technology for military aircrew protective equipment,,0,,0,0,0,,ML10,1,2013
55556,2013-06-18,OIEL,Israel,IL,technology for military electronic equipment,,0,,0,0,0,2021-08-19,ML22,1,2013
55556,2013-06-18,OIEL,Israel,IL,technology for military infrared/thermal imaging equipment,,0,,0,0,0,,ML22,1,2013
55557,2013-06-18,SIEL,Israel,IL,small arms ammunition,,0,,0,0,0,,ML3,1,2013
55559,2013-06-18,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
55622,2013-06-19,SIEL,Israel,IL,components for military improvised explosive device decoying/detection/disposal/jamming equipment,,0,,0,0,0,,ML4,1,2013
55950,2013-06-27,SIEL,Israel,IL,military communications equipment,,0,,0,0,0,,ML11,1,2013
56004,2013-06-28,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2013
56004,2013-06-28,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
56004,2013-06-28,SIEL,Israel,IL,military guidance/navigation equipment,,0,,0,1,0,,ML11,1,2013
56078,2013-07-02,SIEL,Israel,IL,components for military radars,,0,,0,0,0,,ML5,1,2013
56079,2013-07-02,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
56118,2013-07-03,SIEL,Israel,IL,equipment for the use of military electronic equipment,,0,,0,0,0,,ML11,1,2013
56119,2013-07-03,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
56185,2013-07-04,SIEL,Israel,IL,components for assault rifles,,0,,0,0,0,,ML1,1,2013
56185,2013-07-04,SIEL,Israel,IL,components for military equipment for initiating explosives,,0,,1,0,0,,ML4,1,2013
56185,2013-07-04,SIEL,Israel,IL,components for military improvised explosive device decoying/detection/disposal/jamming equipment,,0,,1,0,0,,ML4,1,2013
56185,2013-07-04,SIEL,Israel,IL,components for targeting equipment,,0,,1,0,0,,ML5,1,2013
56185,2013-07-04,SIEL,Israel,IL,military equipment for initiating explosives,,0,,1,0,0,,ML4,1,2013
56185,2013-07-04,SIEL,Israel,IL,military improvised explosive device decoying/detection/disposal/jamming equipment,,0,,1,0,0,,ML4,1,2013
56185,2013-07-04,SIEL,Israel,IL,technology for unmanned air vehicles,,0,,0,0,0,,ML22,1,2013
56185,2013-07-04,SIEL,Israel,IL,training small arms ammunition,,0,,0,0,0,,ML3,1,2013
56187,2013-07-04,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
56241,2013-07-05,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
56281,2013-07-08,SIEL,Israel,IL,military support vehicles,,0,,0,0,0,,ML6,1,2013
56283,2013-07-08,SIEL,Israel,IL,aircraft military communications equipment,,0,,0,1,0,,ML10,1,2013
56329,2013-07-09,SIEL,Israel,IL,equipment for the use of weapon sights,,0,,0,0,0,,PL5017,1,2013
56382,2013-07-10,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2013
56382,2013-07-10,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
56574,2013-07-16,SIEL,Israel,IL,components for military airborne equipment,,0,,0,0,0,,ML10,1,2013
56574,2013-07-16,SIEL,Israel,IL,equipment for the use of decoying/countermeasure equipment,,0,,0,0,0,,ML11,1,2013
56574,2013-07-16,SIEL,Israel,IL,military electronic equipment,,0,,1,0,0,,ML11,1,2013
56576,2013-07-16,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
56753,2013-07-22,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2013
56795,2013-07-23,SIEL,Israel,IL,components for military communications equipment,,0,,0,0,0,,ML11,1,2013
56850,2013-07-24,SIEL,Israel,IL,components for combat naval vessels,,0,,0,0,0,,ML9,1,2013
56850,2013-07-24,SIEL,Israel,IL,components for targeting equipment,,0,,0,0,0,,ML5,1,2013
56928,2013-07-26,SIEL,Israel,IL,components for targeting equipment,,0,,0,0,0,,ML5,1,2013
56929,2013-07-26,SIEL,Israel,IL,components for military electronic equipment,,0,,0,1,0,,ML11,1,2013
56994,2013-07-29,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2013
56996,2013-07-29,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
57047,2013-07-30,SIEL,Israel,IL,general military vehicle components,,0,,0,0,0,,ML6,1,2013
57097,2013-07-31,SIEL,Israel,IL,components for military airborne equipment,,0,,0,1,0,,ML10,1,2013
57097,2013-07-31,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
57143,2013-08-01,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
57176,2013-08-02,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2013
57177,2013-08-02,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2013
57339,2013-08-07,SIEL,Israel,IL,components for all-wheel drive vehicles with ballistic protection,,0,,0,0,0,,ML6,1,2013
57456,2013-08-11,SIEL,Israel,IL,components for targeting equipment,,0,,0,1,0,,ML5,1,2013
57564,2013-08-15,SIEL,Israel,IL,components for military radars,,0,,0,1,0,,ML5,1,2013
57668,2013-08-20,SIEL,Israel,IL,components for military training aircraft,,0,,0,1,0,,ML10,1,2013
57692,2013-08-21,SIEL,Israel,IL,components for naval communications equipment,,0,,0,1,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,artillery ammunition,,0,,0,0,0,,ML3,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for NBC detection equipment,,0,,0,0,0,,ML7,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for artillery,,0,,0,0,0,,ML2,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for combat naval vessels,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for decoying/countermeasure equipment,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for launching/handling/control equipment for missiles,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for launching/handling/control equipment for munitions,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,2021-08-19,ML11,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for military guidance/navigation equipment,,0,,0,0,0,,ML11,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for military radars,,0,,0,0,0,,ML5,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for naval communications equipment,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for naval electrical/electronic equipment,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for naval engines,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for naval gun installations/mountings,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for naval guns,,0,,0,0,0,,ML2,1,2013
57753,2013-08-22,OIEL,Israel,IL,components for weapon control equipment,,0,,0,0,0,,ML5,1,2013
57753,2013-08-22,OIEL,Israel,IL,decoying/countermeasure equipment,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,launching/handling/control equipment for missiles,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,launching/handling/control equipment for munitions,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,military communications equipment,,0,,0,0,0,2019-01-14,ML11,1,2013
57753,2013-08-22,OIEL,Israel,IL,military electronic equipment,,0,,0,0,0,2021-08-19,ML11,1,2013
57753,2013-08-22,OIEL,Israel,IL,military guidance/navigation equipment,,0,,0,0,0,,ML11,1,2013
57753,2013-08-22,OIEL,Israel,IL,military radars,,0,,0,0,0,,ML5,1,2013
57753,2013-08-22,OIEL,Israel,IL,naval communications equipment,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,naval electrical/electronic equipment,,0,,0,0,0,,ML9,1,2013
57753,2013-08-22,OIEL,Israel,IL,signalling devices,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,smoke canisters,,0,,0,0,0,,ML4,1,2013
57753,2013-08-22,OIEL,Israel,IL,smoke/pyrotechnic ammunition,,0,,0,0,0,,ML3,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for NBC detection equipment,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for artillery,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for combat naval vessels,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for decoying/countermeasure equipment,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for general naval vessel components,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for launching/handling/control equipment for missiles,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for launching/handling/control equipment for munitions,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for military communications equipment,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for military electronic equipment,,0,,0,0,0,2021-08-19,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for military guidance/navigation equipment,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for military radars,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for naval communications equipment,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for naval electrical/electronic equipment,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for naval engines,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for naval gun installations/mountings,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for naval guns,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for signalling devices,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,technology for weapon control equipment,,0,,0,0,0,,ML22,1,2013
57753,2013-08-22,OIEL,Israel,IL,training artillery ammunition,,0,,0,0,0,,ML3,1,2013
